"","memberId","loanId","date","purpose","isJointApplication","loanAmount","term","interestRate","monthlyPayment","grade","loanStatus","residentialState","yearsEmployment","homeOwnership","annualIncome","incomeVerified","dtiRatio","lengthCreditHistory","numTotalCreditLines","numOpenCreditLines","numOpenCreditLines1Year","revolvingBalance","revolvingUtilizationRate","numDerogatoryRec","numDelinquency2Years","numChargeoff1year","numInquiries6Mon","isBad","hashCode"
"795",36516,10033,"2016-03-16","debtconsolidation","0",14298,"36 months",8.22000026702881,449,"B3","Current","NV","< 1 year","own",58389,"1",16.8400001525879,7,14,10,4,16762,66.4300003051758,0,0,0,1,"0",187397296
"796",37876,51795,"2015-03-24","debtconsolidation","0",26881,"36 months",12.9200000762939,905,"C3","Current","NY","10+ years","rent",56583,"1",16.3199996948242,6,8,8,6,18417,50.6300010681152,0,0,0,1,"0",-1178705695
"797",38061,25957,"2014-07-01","debtconsolidation","1",18464,"48 months",19.8299999237061,560,"B3","Current","NV","< 1 year","rent",48915,"1",17.2399997711182,18,12,9,8,13919,91.4199981689453,0,19,15,1,"0",-242002692
"798",38546,58202,"2014-12-12","debtconsolidation","0",18233,"60 months",11.5299997329712,401,"A3","Current","SC","< 1 year","mortgage",50138,"1",16.7099990844727,1,15,14,8,12973,64.8499984741211,1,0,0,15,"0",99932732
"799",40932,88470,"2015-08-29","debtconsolidation","0",20896,"60 months",7.71999979019165,421,"B3","Default","WA","10+ years","mortgage",53400,"0",20.7900009155273,1,14,11,7,12827,50.4700012207031,0,0,0,1,"1",-470612561
"800",43996,59413,"2014-08-04","debtconsolidation","0",30261,"60 months",12.1999998092651,676,"E3","Default","CA","6-9 years","rent",51177,"0",22.4799995422363,1,21,14,7,14344,62.8899993896484,0,0,0,0,"1",-519937969
"801",44462,46927,"2015-09-05","homeimprovement","0",22211,"36 months",11.7600002288818,735,"E1","Current","WY","6-9 years","mortgage",48352,"0",15.710000038147,39,18,17,15,15668,63.4700012207031,7,17,17,0,"0",1299032784
"802",48777,45910,"2015-04-16","healthcare","0",24846,"60 months",16.7199993133545,614,"E1","Default","MI","< 1 year","rent",49142,"1",12.9700002670288,2,12,12,11,14811,72.6500015258789,0,0,0,0,"1",-39575477
"803",51534,19653,"2016-06-20","debtconsolidation","0",15937,"48 months",7.40000009536743,385,"A1","Current","NE","10+ years","mortgage",55446,"1",13.75,1,19,16,14,18225,60.2000007629395,5,0,0,2,"0",-1152168188
"804",52568,15580,"2014-05-26","debtconsolidation","0",21321,"48 months",18.5499992370605,632,"A1","Current","IA","10+ years","mortgage",56866,"1",32.2099990844727,1,15,13,11,16748,50.2200012207031,0,0,0,0,"0",1444390138
"805",52737,71249,"2016-04-16","debtconsolidation","0",19994,"36 months",13.3299999237061,677,"B2","Default","WA","6-9 years","own",54124,"1",25.2999992370605,3,15,11,9,17082,52.0099983215332,0,0,0,2,"1",1975496376
"806",54147,34530,"2015-01-29","debtconsolidation","0",18860,"48 months",18.6599998474121,561,"A3","Current","AR","1 year","rent",55017,"1",15.1199998855591,19,19,11,6,16597,54.189998626709,0,0,0,9,"0",-1047013917
"807",56122,60308,"2014-11-24","debtconsolidation","0",24380,"48 months",24.8099994659424,806,"D3","Default","NC","6-9 years","mortgage",51624,"0",25.1399993896484,2,13,7,7,12812,77.870002746582,0,19,17,0,"1",-1580886794
"808",57745,71477,"2016-02-06","homeimprovement","0",19233,"36 months",8.15999984741211,604,"C1","Current","MN","10+ years","rent",53755,"1",14.039999961853,2,11,7,5,14290,86.7200012207031,0,0,0,0,"0",2075746494
"809",58699,91960,"2015-12-12","debtconsolidation","0",15109,"48 months",8.77000045776367,374,"A3","Current","VT","6-9 years","mortgage",55072,"0",15.8800001144409,8,15,13,6,14931,91.3399963378906,0,1,1,0,"0",1226158833
"810",58826,61133,"2016-04-08","debtconsolidation","0",15570,"36 months",11.2299995422363,511,"A1","Current","ND","6-9 years","rent",57998,"1",21.1599998474121,3,23,19,13,12357,37.5699996948242,0,15,9,2,"0",-57016298
"811",60860,88983,"2015-04-11","other","0",25135,"60 months",8.94999980926514,521,"D1","Current","MT","6-9 years","own",44284,"1",21.3099994659424,8,13,8,8,15921,50.8499984741211,0,0,0,0,"0",34896499
"812",61832,35610,"2014-11-26","debtconsolidation","0",20823,"48 months",11.6800003051758,545,"B1","Current","NV","10+ years","mortgage",55798,"1",19.8400001525879,1,17,13,12,11267,48.4199981689453,0,0,0,0,"0",-1530352316
"813",61887,86567,"2014-10-15","debtconsolidation","0",15811,"60 months",8.21000003814697,322,"B2","Current","OR","1 year","own",57660,"1",16.1000003814697,5,12,7,4,15560,70.5500030517578,2,1,1,0,"0",-1188107370
"814",64013,89737,"2016-05-07","debtconsolidation","1",24708,"60 months",13.6599998474121,571,"A1","Current","MI","6-9 years","mortgage",59081,"1",19.9599990844727,7,17,14,5,15241,57.8800010681152,2,0,0,0,"0",1991414387
"815",64092,18589,"2015-03-11","debtconsolidation","0",15262,"36 months",10.0100002288818,493,"B1","Current","MA","< 1 year","own",54823,"1",17.5699996948242,39,11,9,3,15316,61.1199989318848,0,3,2,1,"0",269821074
"816",64767,76673,"2014-07-16","debtconsolidation","0",17636,"36 months",9.31999969482422,563,"A1","Current","NY","< 1 year","mortgage",56800,"1",18.1900005340576,3,21,20,10,15087,62.4799995422363,0,0,0,0,"0",1549710578
"817",68316,91242,"2016-05-19","auto","0",27035,"36 months",8.56999969482422,854,"B2","Current","OR","10+ years","own",56223,"0",15.6599998474121,3,23,20,9,11854,59.6699981689453,1,0,0,0,"0",-724150608
"818",69791,26561,"2016-03-11","debtconsolidation","0",17150,"36 months",9.59000015258789,550,"B3","Current","RI","10+ years","mortgage",53717,"1",15.0900001525879,10,18,12,12,12731,70.1500015258789,2,0,0,1,"0",981434018
"819",69806,11165,"2016-01-24","debtconsolidation","0",20529,"48 months",10.0600004196167,521,"B2","Current","FL","1 year","own",52871,"0",18.7700004577637,16,20,10,4,11804,60.1800003051758,0,0,0,0,"0",985118917
"820",72908,31545,"2014-06-24","debtconsolidation","0",19317,"36 months",8.27999973297119,608,"B1","Current","FL","1 year","mortgage",54031,"1",12.3999996185303,1,16,15,5,13618,84.5199966430664,0,0,0,1,"0",264240147
"821",73097,55159,"2015-05-26","debtconsolidation","0",21669,"36 months",11.6400003433228,716,"D3","Current","TX","6-9 years","rent",53635,"0",15.2600002288818,13,22,15,12,16052,53.0299987792969,0,3,2,19,"0",-941668216
"822",73750,20957,"2016-03-06","debtconsolidation","0",19628,"36 months",14.8800001144409,679,"C1","Current","NV","6-9 years","own",51076,"1",17.4899997711182,3,24,21,11,7358,39.9000015258789,0,0,0,1,"0",584426951
"823",74515,72990,"2016-04-10","debtconsolidation","0",19356,"60 months",13.4099998474121,444,"A2","Current","RI","< 1 year","rent",56967,"0",17.1200008392334,13,12,8,5,15325,82.7900009155273,0,0,0,1,"0",-743655769
"824",76437,22621,"2014-12-10","debtconsolidation","0",18347,"48 months",15.6899995803833,517,"B2","Current","IA","2-5 years","rent",50894,"0",11.960000038147,31,14,13,10,16663,54.3400001525879,0,0,0,1,"0",609347256
"825",78476,85885,"2014-08-06","debtconsolidation","0",16955,"60 months",9.69999980926514,358,"A1","Current","FL","6-9 years","own",60597,"0",14.3900003433228,1,18,12,12,18298,88.9700012207031,1,0,0,1,"0",1736700603
"826",79719,83112,"2014-08-06","debtconsolidation","0",30162,"36 months",15.0799999237061,1047,"C3","Current","NY","1 year","mortgage",57290,"1",19.5300006866455,6,13,10,8,17834,96.3000030517578,0,0,0,0,"0",-1578563056
"827",80184,73994,"2015-01-31","debtconsolidation","0",22478,"36 months",7.69999980926514,701,"C1","Current","TN","10+ years","own",49815,"1",18.5799999237061,31,11,8,3,19286,79.9700012207031,2,0,0,0,"0",1553226699
"828",81282,78807,"2015-04-01","debtconsolidation","0",26466,"48 months",7.78999996185303,644,"A3","Current","WA","10+ years","rent",55889,"1",15.0900001525879,5,13,12,7,19596,85,0,0,0,0,"0",-536231778
"829",84079,72567,"2015-07-15","debtconsolidation","0",24093,"36 months",10.8800001144409,787,"C1","Default","LA","1 year","mortgage",51716,"1",11.25,7,14,12,6,16788,46.8199996948242,1,0,0,2,"1",-1290668418
"830",84641,29823,"2014-07-13","homeimprovement","0",22891,"36 months",5.03000020980835,686,"D2","Current","AR","1 year","own",54436,"0",13.3699998855591,8,16,8,6,9988,47.6500015258789,14,0,0,2,"0",-124791623
"831",85841,86388,"2016-04-15","debtconsolidation","0",16734,"60 months",7.42999982833862,335,"B3","Current","KS","2-5 years","mortgage",54020,"1",15.4200000762939,19,14,14,13,18427,81.4899978637695,0,0,0,1,"0",-84418770
"832",89728,13097,"2015-11-06","debtconsolidation","0",26216,"48 months",9.03999996185303,653,"C1","Current","OK","1 year","own",53822,"1",16.2199993133545,3,20,16,11,18546,44.9300003051758,0,0,0,0,"0",1345847057
"833",91512,45066,"2015-02-21","homeimprovement","0",18680,"48 months",8.47000026702881,460,"B1","Current","MD","< 1 year","own",48117,"1",26.4099998474121,3,22,17,9,13496,49.7299995422363,0,0,0,0,"0",632004085
"834",92189,53983,"2015-11-26","debtconsolidation","1",19200,"60 months",11.3299999237061,421,"B3","Current","SC","6-9 years","rent",55934,"1",27.2900009155273,21,16,10,8,15800,48.2700004577637,0,0,0,2,"0",-1102151830
"835",97776,73102,"2016-03-17","debtconsolidation","0",22301,"60 months",12.960000038147,507,"C3","Current","MT","2-5 years","own",51015,"0",13.5699996948242,7,22,18,13,17259,33.1199989318848,0,0,0,1,"0",1674458461
"836",99064,34247,"2015-03-17","debtconsolidation","1",11301,"48 months",12.3800001144409,300,"B1","Current","MD","1 year","mortgage",52654,"1",17.0900001525879,4,11,6,5,21382,82.1999969482422,6,0,0,0,"0",1335691623
"837",99753,87631,"2015-05-14","debtconsolidation","0",25750,"60 months",14.2799997329712,603,"C2","Current","FL","1 year","mortgage",55225,"1",20.75,10,20,11,9,11658,51.8400001525879,1,19,14,1,"0",-1192597106
"838",103262,77116,"2015-10-31","debtconsolidation","1",17494,"36 months",11.5100002288818,577,"E1","Current","IL","10+ years","mortgage",54028,"1",21.1000003814697,22,21,19,19,14936,69.3600006103516,0,7,6,2,"0",566414923
"839",103330,31834,"2016-03-02","debtconsolidation","0",22463,"36 months",6.73999977111816,691,"B2","Current","MS","< 1 year","mortgage",53487,"0",19.8999996185303,1,8,6,5,14290,89.7399978637695,1,0,0,1,"0",-419570372
"840",107498,83285,"2014-09-21","other","0",22533,"48 months",14.6899995803833,624,"E1","Default","TX","2-5 years","mortgage",52312,"0",19.5599994659424,1,14,9,8,16756,68.8000030517578,0,0,0,0,"1",-1534179863
"841",108842,77847,"2016-01-15","debtconsolidation","0",19732,"36 months",14.9499998092651,684,"A1","Current","MO","6-9 years","mortgage",55474,"1",12.0100002288818,4,15,12,5,14551,50.3400001525879,0,0,0,0,"0",-1003939467
"842",109668,26455,"2016-06-29","debtconsolidation","0",12754,"36 months",7.78999996185303,398,"C2","Current","TN","1 year","rent",50699,"1",20.2000007629395,4,14,9,8,16068,73.5100021362305,0,18,15,1,"0",1169249848
"843",109799,80970,"2015-08-10","auto","0",18659,"60 months",17.5200004577637,469,"E2","Default","NV","10+ years","mortgage",49277,"1",24.2999992370605,7,13,11,4,11188,61.6100006103516,1,0,0,17,"1",1923207159
"844",109905,56701,"2016-04-11","other","0",19066,"60 months",9.64000034332275,402,"B1","Current","NJ","6-9 years","rent",51254,"1",12.3599996566772,6,11,9,3,10691,46.439998626709,0,0,0,0,"0",1866041984
"845",109924,58268,"2016-06-10","debtconsolidation","0",27793,"48 months",14.039999961853,760,"A1","Current","MN","1 year","mortgage",51185,"0",19.6000003814697,1,14,12,5,16711,61.7999992370605,0,0,0,0,"0",-2025058110
"846",20966,36627,"2015-07-16","debtconsolidation","0",20121,"36 months",11.5,664,"E3","Current","IA","6-9 years","rent",53057,"1",15.3000001907349,1,15,12,6,17151,62.5499992370605,0,0,0,3,"0",-1059674640
"847",23088,75711,"2016-02-27","debtconsolidation","0",11699,"48 months",11.8999996185303,308,"C3","Current","DC","10+ years","mortgage",50986,"0",18.8999996185303,4,9,9,3,15304,66.5100021362305,13,0,0,0,"0",-142359506
"848",24039,43576,"2016-02-05","homeimprovement","0",17805,"60 months",12.7799997329712,403,"C2","Current","DC","1 year","mortgage",52557,"1",12.8500003814697,2,17,12,7,11302,80.2900009155273,0,0,0,0,"0",1204544777
"849",25391,42779,"2014-10-01","debtconsolidation","0",29759,"60 months",6.76000022888184,586,"A2","Current","OK","2-5 years","own",58312,"1",13.3599996566772,14,14,13,8,15077,65.0599975585938,0,0,0,1,"0",1446183253
"850",25896,14630,"2015-10-20","debtconsolidation","0",34578,"48 months",8.07999992370605,845,"B1","Current","MD","10+ years","own",50762,"0",13.8199996948242,9,17,11,7,12696,40.2000007629395,0,7,5,0,"0",-586813747
"851",31131,63873,"2016-05-12","debtconsolidation","0",23888,"60 months",4.6100001335144,447,"D3","Current","OR","1 year","own",51839,"1",17.0799999237061,15,14,8,3,14784,42.2599983215332,0,5,4,0,"0",1251654932
"852",32048,38534,"2015-04-06","debtconsolidation","0",27229,"48 months",11.8999996185303,716,"C2","Current","DC","2-5 years","mortgage",56474,"1",18.1399993896484,10,13,9,4,11337,76.8300018310547,0,9,5,0,"0",-1414442195
"853",34159,85999,"2014-10-23","debtconsolidation","0",12847,"60 months",13,292,"A1","Current","KS","10+ years","mortgage",58929,"1",8.02999973297119,16,14,12,5,15781,87.2099990844727,0,0,0,8,"0",-48827827
"854",34927,53220,"2014-07-07","debtconsolidation","0",23729,"60 months",15.4799995422363,571,"B1","Default","IN","10+ years","mortgage",53745,"0",20.75,10,12,9,5,17002,91.1999969482422,1,0,0,0,"1",1009674735
"855",35365,30638,"2015-12-05","debtconsolidation","0",25718,"60 months",21.3999996185303,702,"B2","Current","NC","1 year","rent",52591,"1",15.7299995422363,7,15,11,5,15603,97.4100036621094,0,1,1,0,"0",-1768189616
"856",36233,37548,"2015-02-22","debtconsolidation","0",18108,"48 months",9.92000007629395,459,"B1","Current","WA","1 year","mortgage",54244,"1",8.07999992370605,9,13,7,4,12873,99.3099975585938,0,0,0,2,"0",-1923278834
"857",36743,12718,"2015-07-22","debtconsolidation","0",24678,"36 months",6.51000022888184,756,"B1","Current","WV","< 1 year","rent",58123,"1",14.9799995422363,1,16,15,14,15686,75.5100021362305,0,1,1,6,"0",1462382863
"858",39343,24207,"2015-03-09","debtconsolidation","0",17827,"36 months",11.3999996185303,587,"E3","Current","IN","2-5 years","mortgage",59091,"0",18.75,3,14,12,4,18039,55.3600006103516,0,11,8,2,"0",536356533
"859",39610,69323,"2015-09-23","debtconsolidation","0",21876,"48 months",10.3400001525879,558,"B1","Current","OR","< 1 year","own",57968,"1",20.2700004577637,29,14,9,5,17230,89.6500015258789,0,0,0,1,"0",-1108113511
"860",40948,82879,"2015-06-21","debtconsolidation","0",19541,"36 months",11.289999961853,642,"B1","Current","MS","< 1 year","mortgage",51909,"0",19.4099998474121,8,14,8,4,11379,71.2699966430664,0,0,0,1,"0",1463668563
"861",42724,21745,"2016-05-28","debtconsolidation","0",21476,"48 months",14.1199998855591,588,"E2","Default","NM","6-9 years","rent",48203,"1",15.0799999237061,6,14,10,5,13731,59.7000007629395,2,2,2,0,"1",874219913
"862",42806,91988,"2014-12-10","debtconsolidation","0",18118,"36 months",15.3199996948242,631,"A1","Current","OK","< 1 year","mortgage",53148,"1",13.9399995803833,4,10,10,5,16564,64.7900009155273,0,8,7,1,"0",369450585
"863",43229,69501,"2016-06-30","debtconsolidation","0",23857,"48 months",12.210000038147,631,"A2","Current","NY","10+ years","mortgage",61138,"0",16.5499992370605,5,18,17,14,18047,54.3400001525879,1,0,0,1,"0",-1032033466
"864",43841,73803,"2015-08-03","debtconsolidation","0",19228,"36 months",8.43000030517578,606,"A1","Current","DC","6-9 years","rent",57892,"1",10.1599998474121,5,13,8,5,13666,55.8600006103516,0,1,1,0,"0",43103883
"865",44416,35779,"2014-11-04","debtconsolidation","0",28460,"36 months",24.0300006866455,1117,"C2","Default","ME","10+ years","own",53894,"1",28.3600006103516,10,20,12,8,13889,43.9500007629395,0,0,0,0,"1",-9196122
"866",48406,86796,"2014-06-23","debtconsolidation","0",23755,"48 months",6.80999994277954,567,"A3","Current","MA","1 year","mortgage",55951,"1",9.52000045776367,7,14,11,9,18312,64.1800003051758,0,0,0,0,"0",904989277
"867",48716,70580,"2015-07-01","debtconsolidation","0",19515,"36 months",7.48999977111816,607,"A2","Current","KS","< 1 year","mortgage",54656,"1",10.0900001525879,8,6,6,3,21026,93.0999984741211,2,0,0,2,"0",373825440
"868",48765,52057,"2014-05-13","debtconsolidation","0",19380,"36 months",17.7399997711182,698,"A1","Current","KS","< 1 year","rent",52187,"1",27.4099998474121,31,18,11,7,16455,72.1399993896484,0,1,1,0,"0",1828644660
"869",49163,22602,"2015-02-21","healthcare","0",26677,"48 months",20.8600006103516,824,"E1","Default","IA","< 1 year","rent",49079,"0",16.6100006103516,18,15,11,8,9499,68.7200012207031,0,16,9,0,"1",-526277961
"870",52142,26447,"2015-01-30","debtconsolidation","0",23461,"60 months",6.90000009536743,463,"A3","Current","CA","10+ years","own",52892,"1",23.1599998474121,3,20,16,15,11750,70.0800018310547,0,1,1,1,"0",-132683834
"871",53915,20996,"2015-10-01","debtconsolidation","0",20262,"48 months",10.4799995422363,519,"B3","Current","WA","10+ years","rent",59418,"1",18.0699996948242,7,21,20,20,16934,59,0,0,0,0,"0",-394067660
"872",54539,63375,"2015-10-22","business","0",18704,"60 months",12.3100004196167,419,"A3","Current","SD","6-9 years","rent",49613,"1",14.1599998474121,37,15,10,6,16215,84.2399978637695,14,0,0,0,"0",-1134943340
"873",55585,68640,"2014-10-20","debtconsolidation","0",22032,"48 months",9.39999961853027,552,"B1","Current","NY","10+ years","rent",51968,"1",23.8299999237061,28,22,21,9,15442,74.3499984741211,0,20,15,0,"0",-1911036757
"874",58828,49463,"2016-02-06","debtconsolidation","0",19172,"48 months",13.3199996948242,517,"B2","Current","CA","1 year","rent",53190,"1",12.0100002288818,9,4,4,1,12673,94.9899978637695,0,0,0,1,"0",-656687153
"875",61013,41399,"2015-10-06","homeimprovement","0",30445,"60 months",11.5200004577637,670,"A1","Current","CA","10+ years","mortgage",51892,"0",16,30,21,13,8,15709,60.8699989318848,0,0,0,0,"0",-469470990
"876",61443,39563,"2016-03-26","homeimprovement","0",19765,"60 months",17.9699993133545,502,"B1","Current","NH","10+ years","rent",51933,"1",13.4099998474121,8,18,15,10,9508,31.6700000762939,3,0,0,1,"0",-1846046198
"877",67203,77640,"2014-08-13","debtconsolidation","0",26894,"36 months",6.46999979019165,824,"A2","Current","TN","6-9 years","mortgage",53478,"0",22.1700000762939,30,13,11,7,11247,77.5800018310547,0,0,0,1,"0",-928929072
"878",67254,59004,"2015-06-20","homeimprovement","0",24207,"48 months",16.2199993133545,689,"D2","Current","IL","1 year","mortgage",57691,"1",12.8900003433228,9,24,23,17,15662,70.9400024414062,0,8,4,0,"0",2094551530
"879",67316,90883,"2015-05-04","debtconsolidation","0",9043,"60 months",12.1899995803833,202,"D3","Current","MS","6-9 years","mortgage",51576,"1",16.8299999237061,2,11,8,3,9219,40.1500015258789,0,0,0,0,"0",1196078929
"880",71231,82644,"2015-08-13","debtconsolidation","0",14240,"60 months",9.86999988555908,302,"B3","Current","MD","2-5 years","rent",55945,"1",9.40999984741211,36,20,19,15,15662,93.3199996948242,0,2,1,0,"0",1731048834
"881",74332,77517,"2014-08-25","debtconsolidation","0",33975,"60 months",11.8699998855591,754,"A1","Current","IA","2-5 years","rent",54697,"1",23.8999996185303,3,15,10,7,14058,89.4199981689453,9,9,6,0,"0",-864304590
"882",75693,60972,"2015-01-06","debtconsolidation","0",16723,"60 months",11.3800001144409,367,"D1","Current","NH","1 year","mortgage",59952,"1",11.2700004577637,40,17,16,15,15121,78.4700012207031,0,0,0,1,"0",442967563
"883",75807,40286,"2014-07-11","debtconsolidation","0",18891,"60 months",6.57000017166138,370,"B2","Current","OK","2-5 years","mortgage",54239,"0",12.8999996185303,40,20,17,8,15199,69.3499984741211,6,17,12,0,"0",-1705637482
"884",76646,61046,"2014-07-21","business","0",29294,"60 months",29.9899997711182,948,"D2","Default","TX","2-5 years","rent",52392,"1",17.3999996185303,6,17,15,14,15349,51.6300010681152,0,0,0,1,"1",800551569
"885",79510,27827,"2015-02-24","business","0",14364,"60 months",5.26999998092651,273,"B2","Current","NV","2-5 years","rent",56235,"1",12.3299999237061,7,21,15,5,14640,71.6800003051758,8,0,0,2,"0",-1183668872
"886",79602,86667,"2015-12-27","debtconsolidation","0",26095,"48 months",15.7200002670288,736,"A2","Current","CA","10+ years","rent",55276,"1",17.8700008392334,5,20,12,5,19083,52.7000007629395,0,0,0,0,"0",356523489
"887",83113,69403,"2016-01-26","education","0",28424,"36 months",9.72999954223633,914,"B1","Current","DC","1 year","own",58121,"1",25.6800003051758,25,16,11,6,14508,76.4400024414062,12,0,0,0,"0",1327459612
"888",84333,61316,"2016-03-27","debtconsolidation","0",26718,"60 months",12.8800001144409,606,"B1","Current","CT","2-5 years","mortgage",52630,"0",27.0499992370605,32,12,6,3,14075,91.129997253418,2,0,0,1,"0",-1613443378
"889",84446,50278,"2014-06-29","debtconsolidation","0",15151,"60 months",15.3599996566772,363,"D1","Current","DE","2-5 years","mortgage",52538,"1",13.5699996948242,3,19,10,4,14139,71.0999984741211,7,9,5,2,"0",-2002402363
"890",88706,12963,"2014-10-04","debtconsolidation","0",8752,"36 months",6.67999982833862,269,"D3","Current","WA","1 year","rent",60976,"1",11.289999961853,14,11,7,5,19205,60.8199996948242,0,11,10,0,"0",702350850
"891",88977,81819,"2014-11-17","debtconsolidation","0",23270,"48 months",11.6700000762939,609,"B2","Current","FL","10+ years","mortgage",55660,"1",2.48000001907349,1,24,17,13,17064,54.5499992370605,0,12,7,1,"0",-238542376
"892",89656,19567,"2015-03-03","debtconsolidation","0",26900,"48 months",14.8199996948242,746,"B1","Default","OH","6-9 years","mortgage",49446,"1",18.6599998474121,3,15,8,7,13031,59.4199981689453,0,0,0,1,"1",-1300292604
"893",89895,10796,"2014-08-30","debtconsolidation","0",28709,"60 months",11.4799995422363,631,"A2","Current","LA","10+ years","rent",54047,"0",12.5100002288818,31,19,10,8,19003,60.3899993896484,0,0,0,0,"0",482153997
"894",95002,42689,"2016-01-08","debtconsolidation","0",20756,"60 months",13.4499998092651,477,"A2","Current","IL","< 1 year","rent",58433,"0",19.8899993896484,3,18,10,8,19686,81.4899978637695,0,0,0,0,"0",-2107882792
"895",95890,26749,"2014-10-13","debtconsolidation","0",11452,"60 months",13.0200004577637,261,"A1","Current","MI","1 year","rent",55535,"0",18.9500007629395,3,21,16,12,11590,76.5500030517578,0,0,0,1,"0",-1266399511
"896",96531,95972,"2016-02-16","debtconsolidation","0",14897,"36 months",10.4300003051758,484,"C3","Default","OH","6-9 years","mortgage",51205,"1",19.3799991607666,11,16,13,12,11789,47.8400001525879,0,0,0,1,"1",-1867264722
"897",98697,68916,"2015-12-22","debtconsolidation","0",26931,"60 months",14.9899997711182,641,"C2","Current","MO","1 year","rent",52598,"1",21.8199996948242,4,15,12,7,14629,72.0299987792969,12,0,0,0,"0",-148883772
"898",98933,85995,"2014-07-09","business","0",19142,"48 months",7.76000022888184,465,"A2","Current","MS","2-5 years","own",52340,"1",23.4400005340576,3,10,5,3,19960,74.4700012207031,0,0,0,0,"0",-759814439
"899",99945,41012,"2015-02-09","debtconsolidation","0",17523,"48 months",8.55000019073486,432,"D3","Current","NV","1 year","mortgage",50609,"0",12.960000038147,1,17,14,12,13314,52.9900016784668,0,0,0,0,"0",-1968714404
"900",101880,86176,"2015-05-11","debtconsolidation","0",20796,"48 months",9.84000015258789,526,"E2","Default","TX","10+ years","mortgage",51539,"1",13.1700000762939,3,20,19,11,14990,73.5699996948242,0,1,1,0,"1",-705605634
"901",102407,73171,"2015-03-07","debtconsolidation","0",24365,"36 months",10.0900001525879,787,"C1","Current","CA","< 1 year","rent",50670,"1",18.8700008392334,5,14,9,5,14377,53.5800018310547,0,0,0,0,"0",352480081
"902",104098,17442,"2014-11-21","homeimprovement","0",11919,"60 months",13.4899997711182,274,"B2","Current","NV","6-9 years","own",52372,"1",10.3900003433228,24,22,17,9,20597,94.8000030517578,6,1,1,0,"0",1186138329
"903",105250,19926,"2016-04-18","debtconsolidation","0",21785,"48 months",10.0799999237061,553,"B3","Current","FL","10+ years","mortgage",59697,"1",20.9699993133545,3,15,9,5,12230,55.1699981689453,0,0,0,1,"0",1992291497
"904",106460,22414,"2015-10-21","debtconsolidation","1",26978,"36 months",16.5400009155273,956,"D3","Current","NV","< 1 year","rent",52457,"1",26.5,3,8,8,3,18837,61.1599998474121,0,0,0,0,"0",-662784546
"905",107381,54202,"2014-12-17","debtconsolidation","0",20890,"60 months",13.2299995422363,478,"C1","Current","MD","< 1 year","mortgage",52686,"1",14.5600004196167,36,13,13,11,13250,55.3699989318848,5,0,0,1,"0",-1981590796
"906",21709,49277,"2015-02-25","homeimprovement","0",29246,"48 months",12.1999998092651,773,"A3","Current","MN","1 year","rent",59346,"1",9.59000015258789,29,17,16,11,17904,57.6800003051758,0,19,12,1,"0",-90934062
"907",22410,62853,"2015-11-11","debtconsolidation","0",23197,"48 months",13.8800001144409,632,"C1","Current","TX","1 year","own",57335,"1",14.5100002288818,9,22,18,11,14167,60.0699996948242,0,0,0,5,"0",156882547
"908",22680,19074,"2016-06-14","debtconsolidation","0",24256,"36 months",5.1399998664856,728,"A1","Current","MI","2-5 years","mortgage",58425,"1",20.6200008392334,6,12,10,8,13864,39.1100006103516,0,11,7,0,"0",-166098762
"909",23855,31689,"2015-12-26","homeimprovement","0",20341,"60 months",4.82000017166138,382,"C3","Current","MI","1 year","mortgage",53508,"1",13.4499998092651,5,13,9,3,12948,67.2699966430664,0,0,0,0,"0",-2093768926
"910",24028,40537,"2014-11-17","debtconsolidation","0",19097,"60 months",13.210000038147,437,"A3","Current","RI","1 year","mortgage",52433,"1",21.3400001525879,5,13,9,5,12512,63.0699996948242,0,8,7,19,"0",1639329786
"911",24684,81757,"2015-03-08","debtconsolidation","0",24436,"48 months",18.4699993133545,724,"E2","Current","MS","1 year","mortgage",54076,"0",21.1000003814697,7,18,9,4,14396,86.5400009155273,0,0,0,3,"0",-1057835271
"912",27880,60294,"2016-04-27","debtconsolidation","0",15843,"60 months",5.86999988555908,305,"D1","Current","CT","2-5 years","mortgage",58331,"1",4.30000019073486,8,20,20,19,16397,33.9300003051758,13,0,0,2,"0",983541928
"913",28080,74293,"2015-12-05","debtconsolidation","1",19555,"36 months",14.3199996948242,671,"E2","Default","MN","10+ years","own",50815,"1",20.9400005340576,9,15,13,12,13376,67.7600021362305,0,1,1,1,"1",104102230
"914",30414,81521,"2014-12-24","debtconsolidation","0",15306,"48 months",8.64000034332275,378,"A2","Current","ME","6-9 years","rent",62241,"1",7.46000003814697,8,16,13,9,15093,72.370002746582,0,0,0,0,"0",-254279689
"915",32740,20847,"2015-11-06","debtconsolidation","0",23589,"60 months",16.0699996948242,575,"B1","Current","CA","6-9 years","own",53854,"1",23.6299991607666,14,11,7,5,20549,51.1399993896484,0,0,0,0,"0",700990979
"916",35745,99598,"2014-08-09","debtconsolidation","0",20994,"60 months",10.789999961853,454,"D2","Current","TX","10+ years","rent",54836,"1",20.4200000762939,6,9,8,4,13217,41.1599998474121,0,9,8,2,"0",341805114
"917",36348,53026,"2014-10-27","debtconsolidation","0",18262,"36 months",7.73000001907349,570,"B1","Current","MT","6-9 years","rent",55502,"0",12.8400001525879,32,22,18,18,17423,86.120002746582,0,0,0,8,"0",2044782978
